คะแนนคณิตศาสตร์,คะแนนคอมพิวเตอร์,คะแนนภาษาไทย,คะแนนวิทยาศาสตร์,คะแนนศิลปะ,ทักษะการคิดเชิงตรรกะ,ทักษะความคิดสร้างสรรค์,ทักษะการแก้ปัญหา,ความสนใจด้านตัวเลข,ความสนใจด้านเทคโนโลยี,ความสนใจด้านการทำอาหาร,อายุ,เพศ,รายได้ครอบครัว,การศึกษาของผู้ปกครอง,จำนวนพี่น้อง,ชั่วโมงการนอน,ความถี่การออกกำลังกาย,ชั่วโมงใช้โซเชียลมีเดีย,ชอบอ่านหนังสือ,ประเภทเพลงที่ชอบ,แผนก,ชั้นปี,GPA,ความพึงพอใจในแผนก,หากเลือกใหม่จะเลือกแผนกเดิมไหม
90.3,34.4,33.9,67.4,76.0,5.6,3.5,6.6,2.5,3.2,5.6,17,0,5,1,0,6.8,1,5.2,1,4,บัญชี,3,3.05,3,2
86.7,62.1,64.0,91.6,92.7,7.4,6.9,7.3,8.2,9.8,8.2,19,0,4,3,2,7.5,1,1.1,1,1,อาหาร,1,3.13,4,1
75.9,81.3,93.9,58.7,57.5,3.1,3.7,4.3,5.4,8.5,8.5,17,0,2,3,0,8.1,0,1.8,1,1,บัญชี,2,2.85,3,2
68.6,72.5,72.7,63.7,97.3,8.1,3.2,4.9,6.2,6.4,8.6,16,1,5,4,1,9.5,3,7.2,0,2,อาหาร,1,3.45,4,3
36.1,77.1,68.2,34.9,59.1,8.8,4.2,7.5,2.3,9.4,4.0,18,1,4,2,0,6.0,2,5.6,0,3,สารสนเทศ,2,3.15,4,2
58.6,35.7,47.5,49.5,72.1,5.8,7.0,6.3,3.9,5.0,8.1,16,0,2,1,0,5.4,1,1.5,1,1,อาหาร,1,2.98,4,1
56.1,96.6,54.0,52.7,79.7,6.1,7.9,9.0,4.7,9.8,2.9,16,0,4,3,1,8.1,5,4.6,1,4,สารสนเทศ,3,2.36,3,5
48.2,88.7,89.6,96.2,96.5,9.0,4.4,5.4,8.3,3.7,7.6,17,1,2,3,3,7.0,6,7.5,1,3,อาหาร,1,2.88,3,1
80.6,86.4,69.1,49.8,47.1,8.4,7.7,4.9,7.9,3.2,9.5,16,1,2,3,2,5.8,2,2.8,1,1,สารสนเทศ,2,2.95,3,3
64.7,87.6,66.0,62.3,82.2,5.0,4.3,9.9,3.0,6.7,1.1,16,0,5,1,0,5.6,5,1.5,0,2,สารสนเทศ,1,2.8,4,1
35.7,95.3,37.0,77.0,66.5,5.3,7.3,9.4,6.5,4.4,5.0,19,1,3,3,0,7.8,2,7.5,0,4,สารสนเทศ,2,3.05,4,1
45.4,68.1,31.1,41.4,48.8,7.8,5.9,3.2,3.2,6.6,6.8,17,0,5,3,1,6.5,1,3.7,1,3,สารสนเทศ,2,2.72,4,1
77.8,44.0,97.5,64.1,84.4,6.9,7.6,8.4,9.9,3.7,7.3,19,0,1,1,2,10.0,4,3.3,1,2,อาหาร,1,3.12,4,1
35.3,73.2,56.4,81.7,68.7,4.1,10.0,3.8,9.6,6.6,2.6,17,1,4,3,1,7.0,6,2.1,1,2,อาหาร,1,2.58,4,1
89.6,82.0,72.2,90.7,76.3,5.2,9.6,3.2,6.1,3.5,9.7,19,0,1,1,0,6.1,2,7.1,1,3,อาหาร,1,3.54,4,2
64.7,81.7,35.6,73.8,52.6,9.3,3.0,4.9,7.3,1.5,6.5,19,0,2,4,3,8.1,4,6.8,0,1,สารสนเทศ,3,3.34,4,5
63.6,66.5,77.8,76.8,63.7,7.8,9.2,4.9,8.2,9.2,2.5,18,1,5,1,3,6.2,3,3.2,0,4,อาหาร,1,3.07,3,1
71.5,34.8,95.3,38.8,73.2,9.9,3.5,8.7,7.5,8.9,1.2,16,0,1,4,2,7.5,2,0.2,1,2,บัญชี,3,3.05,3,1
87.7,56.0,70.3,96.2,58.3,8.4,9.7,8.0,7.3,9.7,8.0,19,0,1,1,0,7.4,0,3.6,0,2,อาหาร,2,2.52,4,1
54.3,94.5,38.8,39.3,43.9,9.6,5.0,9.9,9.6,7.4,1.7,18,1,1,2,1,7.3,5,1.4,1,3,สารสนเทศ,1,3.72,5,1
77.5,70.9,70.7,84.2,97.3,4.5,5.7,8.0,6.4,7.1,2.3,19,1,2,3,0,9.0,6,1.1,1,3,อาหาร,1,3.62,5,2
69.6,67.7,83.6,48.5,65.8,8.4,3.6,5.9,6.7,6.0,6.2,19,0,2,4,1,6.1,3,3.1,0,3,บัญชี,3,2.94,3,4
48.7,48.8,58.4,95.4,81.4,3.1,3.8,7.9,8.6,2.1,6.4,18,0,2,3,1,9.5,3,0.8,1,2,อาหาร,2,3.82,5,2
91.5,55.8,91.6,80.4,58.8,7.7,8.1,10.0,7.0,2.7,7.2,18,1,1,3,2,9.0,6,7.7,0,1,บัญชี,1,2.97,4,1
85.8,92.7,75.4,82.8,54.9,6.3,9.6,8.0,7.6,3.6,4.5,18,1,4,1,1,6.7,4,0.4,1,1,สารสนเทศ,2,2.83,3,2
76.1,76.7,92.9,45.3,58.5,5.4,7.3,8.3,3.1,9.0,8.0,16,0,5,2,2,5.9,1,3.2,0,4,สารสนเทศ,3,2.32,3,2
89.5,85.1,73.6,61.0,58.6,9.0,8.0,9.6,4.3,2.6,9.8,16,0,5,1,3,6.4,5,1.3,1,3,บัญชี,1,3.24,4,3
90.7,61.8,39.2,73.2,68.1,9.0,8.3,3.8,2.3,9.3,3.4,19,0,2,3,2,6.7,0,5.5,1,4,บัญชี,2,2.3,3,5
79.6,74.1,51.7,83.9,68.0,3.2,4.8,7.9,5.6,5.7,7.3,16,0,1,1,2,7.8,6,0.6,0,2,สารสนเทศ,1,2.19,3,1
88.6,47.4,44.1,37.3,64.8,7.3,3.3,9.0,5.1,7.4,9.4,18,1,4,4,2,5.2,6,4.4,1,2,บัญชี,1,2.85,3,3
78.8,79.4,93.6,97.4,39.4,5.6,3.0,9.7,10.0,2.0,7.2,17,1,3,2,3,9.6,0,6.2,1,2,สารสนเทศ,1,2.3,3,3
77.6,59.9,83.2,92.3,64.7,5.9,5.5,4.5,6.5,3.4,7.1,16,1,2,3,2,5.5,4,7.6,1,4,อาหาร,3,3.4,5,2
73.3,61.0,77.3,48.9,41.8,8.8,4.7,6.5,8.1,9.6,3.0,18,1,3,1,1,6.4,4,5.6,1,3,บัญชี,2,3.37,4,1
82.7,75.5,51.1,87.6,38.8,5.2,3.4,7.8,4.0,3.4,5.8,18,0,5,4,1,5.5,3,0.8,0,4,สารสนเทศ,2,2.52,3,1
41.1,95.5,42.9,66.3,95.3,9.6,4.3,4.7,8.5,3.7,6.1,18,1,5,2,2,6.3,6,0.7,0,4,สารสนเทศ,1,2.99,3,1
91.7,34.5,83.0,62.3,72.3,4.3,3.9,7.2,6.5,2.8,7.3,18,0,4,1,1,9.2,4,5.9,0,2,บัญชี,2,3.46,4,2
91.0,87.7,63.2,52.0,76.2,7.6,9.4,4.8,7.3,2.2,10.0,19,0,4,1,2,8.1,1,1.7,1,2,บัญชี,1,3.15,3,2
32.0,50.5,45.8,70.7,58.1,7.7,4.0,5.3,3.6,3.1,1.3,18,1,3,3,3,6.1,3,3.6,0,1,อาหาร,2,3.56,4,5
87.8,61.1,73.2,81.1,93.6,4.8,6.8,6.1,5.9,6.8,1.6,18,1,5,4,1,9.4,3,7.8,0,3,อาหาร,1,3.1,3,2
39.0,31.5,32.8,58.8,74.7,5.3,7.2,6.7,6.7,5.1,1.7,19,0,4,2,2,9.0,3,6.6,0,3,อาหาร,3,3.13,5,1
53.5,51.1,52.8,74.0,83.8,8.8,6.8,6.1,6.3,6.0,7.7,16,1,4,1,0,8.8,0,6.8,0,3,อาหาร,1,3.17,4,4
82.0,65.2,62.8,79.0,55.8,8.3,3.7,6.5,9.2,2.1,2.2,17,0,5,2,3,9.2,5,6.9,1,4,บัญชี,2,3.08,5,1
41.3,33.9,40.4,79.8,97.2,5.3,5.2,5.1,9.1,8.2,6.6,19,0,5,4,0,8.1,5,5.0,0,2,อาหาร,2,4.0,5,1
87.3,64.4,98.9,33.6,87.4,6.7,3.4,4.1,9.7,8.1,3.9,19,1,1,3,2,7.5,0,6.0,1,2,บัญชี,3,2.99,4,1
88.2,94.9,44.6,90.2,89.8,3.4,5.8,3.3,7.0,1.2,5.1,16,0,4,3,1,6.9,3,2.9,0,1,สารสนเทศ,3,2.51,4,3
65.5,37.4,39.1,62.1,42.1,4.5,4.3,4.4,9.7,4.5,2.9,16,1,3,3,2,6.1,1,8.0,1,4,บัญชี,1,3.41,4,3
30.4,83.5,44.2,48.4,49.0,6.4,6.9,7.1,8.5,1.6,8.8,18,1,2,2,1,7.8,2,2.2,0,3,สารสนเทศ,2,3.44,4,4
50.1,58.7,83.8,46.9,50.0,3.6,7.8,8.5,3.4,8.1,6.3,16,1,2,2,2,9.4,3,4.7,0,4,สารสนเทศ,1,2.77,3,5
73.2,75.9,59.8,63.8,49.0,8.9,6.7,4.2,4.8,7.6,9.5,17,0,5,1,2,8.0,4,2.3,0,2,สารสนเทศ,1,2.67,3,5
98.7,48.2,69.6,92.1,89.9,8.0,6.0,3.8,3.1,9.1,6.2,19,1,3,4,1,9.6,6,0.9,0,1,อาหาร,3,2.61,2,1
74.2,41.2,31.5,56.5,32.2,9.6,5.7,8.2,1.0,3.1,2.1,17,0,1,4,1,6.8,6,4.5,0,4,บัญชี,1,3.49,4,3
48.2,41.2,32.4,82.5,35.3,7.9,8.9,5.1,2.7,5.1,2.5,18,1,4,4,2,8.5,5,2.8,0,2,สารสนเทศ,1,2.64,3,4
74.4,34.9,61.2,36.8,49.2,9.6,4.5,9.7,1.0,2.7,9.9,17,0,1,2,0,8.2,6,4.7,0,4,บัญชี,1,2.84,4,2
67.8,43.0,87.2,63.3,44.0,6.9,8.1,8.0,7.5,4.3,7.5,18,0,3,3,3,8.4,2,4.5,0,2,บัญชี,2,2.67,4,1
84.6,76.5,92.0,99.4,46.2,7.2,8.3,5.3,4.8,5.7,1.4,17,0,1,4,0,8.2,0,4.3,1,4,บัญชี,3,2.63,3,3
37.5,91.7,36.1,83.9,85.9,9.8,5.9,5.0,3.8,1.5,7.3,19,0,5,1,0,6.1,0,1.0,0,3,สารสนเทศ,1,3.37,4,3
83.3,87.0,67.7,44.7,69.4,7.5,5.1,6.7,7.9,7.4,4.7,17,0,2,2,0,5.7,2,3.5,1,4,บัญชี,2,2.41,3,1
67.9,78.0,93.9,65.1,30.4,3.2,6.3,3.6,8.5,5.9,3.8,16,1,5,3,0,9.9,5,6.5,1,4,สารสนเทศ,2,2.82,2,3
97.4,37.7,57.2,46.4,60.1,8.1,3.7,3.8,9.8,8.5,2.4,17,0,4,4,1,5.2,5,2.5,0,3,บัญชี,1,3.81,5,1
53.9,50.2,88.1,58.7,58.6,9.3,3.3,4.2,6.8,3.4,8.6,19,1,5,3,0,7.3,4,3.6,0,4,อาหาร,2,2.93,4,3
74.3,51.7,39.4,84.6,38.0,8.6,3.8,8.4,5.2,9.1,1.6,18,1,3,1,3,7.1,0,4.0,0,2,บัญชี,2,3.17,4,2
95.2,47.5,95.5,84.0,77.3,7.1,4.3,6.6,3.7,10.0,3.6,17,1,3,4,1,6.8,0,6.9,0,2,บัญชี,1,2.92,3,4
37.2,66.1,82.6,46.0,79.1,7.7,6.5,3.1,3.0,9.3,3.8,17,1,4,4,0,8.9,3,5.2,1,2,อาหาร,3,2.66,3,1
95.6,67.5,95.9,94.6,80.5,9.9,8.9,7.7,2.9,8.0,2.4,16,0,4,3,1,8.7,1,0.8,0,2,บัญชี,1,3.15,4,1
78.2,55.0,77.4,71.5,81.0,3.6,4.6,6.0,4.7,8.3,5.6,18,1,2,2,0,9.5,4,6.9,0,2,อาหาร,1,3.27,4,1
34.7,54.8,55.4,56.6,30.0,7.7,9.5,6.6,9.9,6.2,1.1,18,1,1,3,0,7.0,3,6.7,0,3,สารสนเทศ,3,2.72,4,1
51.1,88.0,95.7,65.1,96.8,5.0,9.7,4.5,1.0,2.7,3.7,18,1,2,1,3,7.8,6,6.0,1,3,อาหาร,2,2.85,4,1
79.6,85.3,49.3,72.4,87.0,7.5,9.7,6.9,2.8,7.1,9.4,19,1,5,3,1,9.5,1,3.7,1,4,อาหาร,3,2.74,3,2
34.7,51.5,53.3,69.2,93.3,7.3,8.9,9.9,2.7,7.4,3.8,19,1,1,3,1,10.0,6,6.1,1,2,อาหาร,2,3.41,4,2
70.8,94.0,79.1,64.0,31.1,4.1,5.5,3.5,7.5,9.9,4.2,16,1,4,4,2,9.8,0,3.8,1,4,สารสนเทศ,2,3.08,3,1
54.2,96.7,83.6,65.3,95.4,4.4,3.5,5.0,4.2,5.9,5.3,17,0,3,2,0,8.6,1,5.9,0,2,สารสนเทศ,2,3.02,3,3
73.5,52.9,95.1,42.3,86.7,7.4,7.0,4.7,5.1,3.4,6.1,19,0,5,2,0,5.7,0,7.0,0,4,อาหาร,1,2.75,4,2
33.2,54.8,44.3,86.9,88.6,3.9,6.9,4.7,2.3,7.2,8.3,18,0,2,2,3,5.1,5,7.1,0,3,อาหาร,3,3.5,5,2
91.0,65.4,85.9,67.9,36.5,4.9,8.9,5.7,4.6,9.8,2.7,17,1,4,2,3,9.1,3,3.6,0,2,บัญชี,2,3.56,5,1
98.1,95.9,81.7,39.2,81.7,8.8,10.0,8.7,1.9,2.6,8.8,17,1,1,3,1,9.2,0,6.9,0,3,บัญชี,3,2.74,3,2
97.8,91.3,34.5,83.6,97.2,5.3,6.6,9.4,5.8,3.9,7.8,17,1,1,4,3,8.7,1,0.8,0,4,สารสนเทศ,2,2.28,3,1
82.5,37.2,57.1,95.3,77.5,6.4,5.4,4.4,1.9,5.9,7.5,16,0,3,4,1,6.4,3,0.8,0,3,อาหาร,1,3.24,4,2
39.1,57.5,49.8,96.3,69.9,9.6,4.3,6.8,8.1,2.5,1.8,19,1,4,2,0,8.2,1,4.4,0,3,อาหาร,2,2.99,4,1
83.1,68.7,51.3,55.8,96.2,4.6,3.0,7.5,6.1,1.2,1.2,19,1,4,3,0,6.6,1,5.2,1,3,อาหาร,1,3.16,3,2
31.7,65.2,98.8,39.5,61.0,5.7,6.6,6.7,7.5,4.0,6.3,17,0,5,2,1,7.3,2,1.2,1,1,อาหาร,2,2.97,4,1
31.5,43.6,75.0,66.3,72.0,7.2,6.9,6.0,4.8,8.8,8.8,16,1,5,2,3,6.9,0,3.8,0,4,อาหาร,2,4.0,5,2
52.7,90.1,80.2,37.9,63.3,8.3,8.8,4.3,4.4,1.4,6.3,16,0,1,4,3,9.6,0,0.8,0,4,สารสนเทศ,1,2.56,4,5
64.2,77.4,98.4,95.4,95.3,9.3,6.5,6.4,1.9,4.9,2.9,19,1,2,4,1,6.2,1,4.8,0,2,อาหาร,3,3.26,4,2
83.9,88.7,56.4,42.9,35.3,9.4,9.4,5.8,5.7,7.9,1.8,19,1,1,2,0,7.9,6,6.8,1,2,สารสนเทศ,3,2.68,3,2
77.8,90.1,86.1,47.7,65.1,8.4,7.4,8.6,5.6,9.6,7.3,16,1,5,3,1,6.8,5,5.9,1,2,สารสนเทศ,3,3.16,4,1
61.2,82.4,60.4,58.5,78.1,4.6,8.9,8.3,5.2,9.9,7.5,18,0,5,2,3,8.3,0,3.0,0,3,สารสนเทศ,1,2.49,3,5
49.2,60.7,90.9,56.8,85.4,3.2,4.0,3.9,7.7,4.8,2.6,16,1,5,4,1,7.8,4,8.0,0,4,อาหาร,2,3.61,5,1
99.8,72.7,42.6,85.6,70.8,5.7,9.0,3.6,8.5,9.6,1.3,18,0,1,4,0,9.6,5,5.3,0,3,บัญชี,3,2.74,3,1
59.8,41.2,96.3,61.9,93.6,4.0,7.7,9.4,7.8,1.3,4.7,19,1,4,3,2,5.5,5,6.5,0,4,อาหาร,2,3.95,5,2
61.6,77.2,45.3,42.0,95.9,8.0,4.2,6.7,2.3,7.7,6.2,16,0,2,2,1,6.1,5,5.4,1,3,อาหาร,1,2.58,3,3
41.5,42.5,52.8,48.7,34.5,7.6,4.3,9.0,6.6,6.8,7.4,16,1,2,2,2,8.8,0,7.9,0,2,สารสนเทศ,3,2.78,4,1
85.6,78.6,82.9,65.6,58.2,3.3,9.5,3.4,1.7,3.2,8.3,16,0,5,1,1,6.8,5,6.6,1,3,อาหาร,3,2.36,3,2
78.6,46.1,57.6,40.3,31.6,8.9,3.2,6.7,7.3,5.6,6.5,16,0,3,2,3,5.8,5,4.2,0,1,บัญชี,2,3.5,4,4
45.5,38.2,72.6,72.8,53.1,4.7,6.2,6.8,4.4,2.2,2.0,17,1,1,3,3,7.5,3,2.9,1,2,อาหาร,1,3.28,4,1
35.8,41.6,61.1,69.6,67.6,6.0,5.2,9.0,2.2,8.8,7.1,17,0,4,4,2,8.3,0,5.5,0,1,อาหาร,1,3.39,4,1
77.6,30.1,82.0,80.0,93.8,7.7,7.7,3.7,8.8,4.2,9.9,19,0,5,1,1,5.2,5,4.7,0,1,อาหาร,2,2.66,3,1
75.8,80.3,46.0,95.6,89.3,6.0,8.9,4.7,6.5,6.6,9.2,19,0,3,3,3,6.5,6,5.0,1,2,อาหาร,2,3.15,3,4
49.1,81.3,34.1,93.9,38.9,6.1,5.5,5.8,4.2,2.4,8.8,16,1,5,3,2,9.0,4,2.7,1,1,สารสนเทศ,2,3.01,4,1
96.6,66.0,51.0,96.2,36.5,3.5,6.0,9.1,1.3,2.9,3.7,17,0,3,1,2,7.6,5,3.4,1,1,บัญชี,1,2.72,3,1
40.6,41.3,63.2,47.1,71.2,5.8,9.9,9.6,5.8,9.9,7.8,19,1,2,2,1,5.2,1,4.5,1,4,อาหาร,1,3.16,4,2
60.3,35.8,41.8,39.2,67.2,8.4,8.5,9.9,9.3,7.8,8.7,18,0,3,1,3,6.4,0,6.7,1,3,อาหาร,1,2.65,3,1
96.1,31.3,54.8,51.2,48.6,9.4,9.3,9.7,6.4,9.7,7.1,17,0,2,3,2,8.2,3,6.1,0,1,บัญชี,1,3.73,4,5
59.4,41.6,58.0,92.7,93.0,5.9,6.1,3.0,9.7,3.7,3.3,17,0,2,2,0,6.0,4,0.9,1,3,อาหาร,2,3.91,5,2
74.7,92.4,34.0,98.0,94.9,6.0,4.6,3.3,2.2,2.5,9.6,17,0,1,4,0,9.1,2,2.0,1,1,สารสนเทศ,1,3.06,3,1
57.8,46.9,70.8,90.2,58.2,7.9,5.9,4.0,6.1,5.5,5.1,16,1,3,1,3,8.4,1,0.2,0,2,อาหาร,2,2.96,4,2
49.2,54.8,91.9,37.7,92.3,9.6,8.0,5.4,8.2,5.5,2.2,18,1,4,3,3,7.4,1,0.1,0,2,อาหาร,3,3.38,5,1
98.9,37.4,40.6,96.3,56.9,4.9,3.8,8.8,5.7,2.6,2.0,16,0,4,2,0,9.6,1,1.8,1,4,บัญชี,1,3.14,4,2
58.7,45.6,71.8,59.6,81.6,6.1,4.9,9.2,1.8,7.6,6.8,19,1,3,3,2,7.0,4,6.4,1,2,อาหาร,3,3.6,4,2
92.6,66.3,76.5,30.7,63.3,8.6,3.3,4.3,6.2,4.3,4.9,18,1,1,2,1,6.2,0,7.2,0,4,บัญชี,3,3.73,5,1
46.1,72.5,59.4,61.0,38.6,7.3,6.0,7.3,6.5,2.7,1.9,16,0,4,2,2,8.3,0,3.1,1,2,สารสนเทศ,2,3.07,5,2
44.9,47.2,79.1,33.2,95.0,3.8,8.8,9.4,7.6,4.0,7.7,17,0,5,1,3,7.9,5,4.5,1,3,อาหาร,3,3.85,5,1
32.2,34.0,58.8,68.1,61.8,7.4,3.2,6.2,7.9,6.1,8.2,18,0,4,4,3,6.7,5,5.6,0,1,อาหาร,1,3.82,5,1
75.6,57.4,65.3,53.7,81.4,4.3,7.7,3.7,7.9,7.5,7.5,17,0,1,2,1,6.7,0,7.6,1,1,อาหาร,2,2.47,3,5
55.8,46.4,30.5,63.1,55.7,6.6,9.5,6.2,7.0,5.3,2.8,19,0,2,3,2,7.0,6,7.3,0,4,อาหาร,1,2.58,4,2
90.5,45.4,78.4,72.9,31.3,6.7,4.7,5.6,2.9,5.7,7.2,18,0,2,2,1,6.5,5,0.5,0,2,บัญชี,2,3.18,4,5
63.1,97.2,76.3,90.8,37.0,9.1,7.9,7.0,4.6,2.3,1.1,19,1,2,4,2,8.6,6,2.0,0,3,สารสนเทศ,2,4.0,5,1
97.8,73.1,32.7,76.3,64.7,6.2,9.8,6.1,8.0,9.2,3.7,19,0,1,3,2,8.3,0,0.4,1,3,บัญชี,2,2.46,3,4
43.0,69.0,55.8,60.4,78.3,5.0,9.7,3.1,9.6,9.4,4.6,19,0,2,2,0,7.2,1,4.9,0,2,อาหาร,1,3.59,4,2
90.8,59.1,98.5,87.4,53.4,4.6,4.6,10.0,1.7,7.2,8.5,18,0,2,2,2,7.0,2,5.7,1,1,บัญชี,1,2.57,3,2
84.4,60.0,59.5,93.4,78.7,9.1,3.7,6.8,5.8,1.2,4.5,19,1,1,1,3,6.8,1,2.5,0,2,อาหาร,2,2.56,3,1
84.0,67.9,65.1,38.4,78.9,4.2,4.0,6.3,3.8,5.8,1.1,16,0,5,4,3,6.4,6,6.8,1,1,บัญชี,1,3.42,4,1
89.1,78.8,93.7,67.2,79.3,6.0,7.9,9.7,3.0,6.7,4.2,16,1,4,2,3,5.4,5,3.6,1,2,อาหาร,3,2.91,3,2
83.3,79.2,80.2,49.9,64.5,4.3,8.1,4.1,5.6,10.0,5.5,19,1,1,4,0,6.3,2,8.0,1,1,บัญชี,2,3.04,4,1
73.8,42.0,70.7,33.3,94.0,8.4,7.7,4.3,6.5,10.0,9.5,17,1,1,2,1,6.6,2,0.0,1,4,อาหาร,1,3.35,4,3
39.2,65.0,85.8,76.8,64.2,6.3,5.4,8.7,1.1,8.7,9.5,19,0,3,3,3,7.7,0,0.9,1,3,อาหาร,1,2.81,3,4
32.3,58.8,90.5,90.4,61.5,5.5,4.2,4.8,8.0,1.6,2.6,19,1,2,4,3,8.9,3,2.4,0,2,อาหาร,1,3.63,5,2
94.5,90.9,62.0,41.4,44.0,5.5,7.1,8.6,8.4,9.6,2.7,17,0,5,3,1,7.0,4,0.2,0,1,บัญชี,2,2.86,3,5
73.2,74.2,63.3,86.9,51.5,9.0,6.4,4.9,9.7,6.5,2.5,18,0,3,4,0,9.7,3,6.3,0,1,สารสนเทศ,3,2.68,3,2
85.8,67.3,57.0,89.7,33.0,6.9,8.1,3.2,2.6,8.2,8.1,18,0,5,3,2,9.1,2,0.4,1,1,สารสนเทศ,1,2.83,4,3
63.7,38.1,97.7,94.0,74.3,8.0,6.1,6.6,6.4,4.7,1.1,19,0,2,2,1,9.9,3,6.0,0,4,อาหาร,3,3.49,4,2
38.2,72.4,78.8,48.6,47.4,9.3,5.4,4.4,4.8,3.9,2.1,16,1,2,3,2,9.4,5,0.4,0,1,สารสนเทศ,3,3.09,4,1
38.8,38.2,35.8,93.3,51.3,9.3,5.1,8.3,4.0,5.2,5.8,16,0,2,3,2,8.1,2,2.0,1,3,อาหาร,1,2.5,3,4
78.0,53.6,90.4,52.4,84.0,5.3,4.5,7.5,6.1,2.3,3.2,16,1,4,2,2,8.0,1,6.7,1,4,อาหาร,3,3.01,4,1
60.1,40.0,63.6,68.7,52.9,9.7,4.9,9.5,8.0,4.2,1.8,19,1,5,4,1,5.6,5,7.6,1,1,อาหาร,2,2.97,4,1
44.0,78.4,34.8,33.5,47.0,3.2,3.7,8.5,1.2,8.7,4.2,16,0,5,3,1,8.6,1,3.3,0,3,สารสนเทศ,3,3.36,5,1
64.4,44.4,68.5,33.1,41.8,5.6,5.4,4.3,9.7,1.3,3.5,16,0,3,1,2,8.0,5,7.8,0,1,บัญชี,2,3.27,4,5
34.5,57.4,59.2,80.4,84.2,9.3,3.3,8.6,8.3,2.4,5.6,18,1,1,1,0,7.5,0,5.0,0,3,อาหาร,1,3.37,4,4
70.7,92.7,91.4,61.1,39.1,4.9,4.3,7.5,7.8,2.1,9.8,19,1,2,3,0,8.5,6,3.3,0,3,สารสนเทศ,3,2.24,3,1
48.8,44.3,44.3,47.9,61.8,4.9,8.2,7.7,7.8,4.6,2.1,18,0,2,3,0,7.2,5,6.4,0,1,อาหาร,1,3.03,4,5
85.8,65.5,87.9,43.3,65.5,5.1,5.3,8.8,4.5,10.0,4.4,17,0,3,3,3,7.6,4,2.4,0,3,บัญชี,3,3.03,4,1
51.7,59.3,69.0,76.9,78.1,7.3,7.7,7.0,7.8,2.6,9.4,18,0,5,4,2,7.0,1,2.1,0,2,อาหาร,1,3.45,4,5
61.9,31.3,33.8,30.0,74.3,6.1,8.0,6.3,4.5,2.3,8.9,19,1,4,2,3,8.6,5,5.3,0,1,อาหาร,2,2.69,3,1
30.8,85.5,98.0,86.4,86.8,8.1,7.1,7.5,9.1,9.2,4.5,16,0,5,1,0,9.4,4,3.1,0,2,อาหาร,2,3.17,4,1
35.1,34.8,65.9,35.5,33.1,9.3,9.7,5.1,2.6,8.9,7.3,19,0,4,1,1,9.2,0,1.1,0,3,อาหาร,3,2.63,3,4
57.5,63.2,50.4,43.4,50.8,7.7,3.2,4.3,3.6,1.3,1.8,18,0,4,4,0,8.9,5,0.5,1,4,สารสนเทศ,1,3.15,3,4
63.6,69.2,62.9,57.0,49.6,4.4,8.2,7.3,6.0,7.8,7.4,19,0,5,3,3,5.1,6,6.3,1,4,สารสนเทศ,2,3.02,3,5
72.0,74.0,90.1,63.9,40.2,9.5,9.7,4.6,3.9,6.9,9.8,19,1,2,3,3,9.6,4,5.4,1,3,บัญชี,2,3.3,4,2
50.4,78.2,51.3,54.8,50.2,4.9,9.0,3.6,4.8,7.9,5.8,18,1,4,2,0,6.4,6,3.3,0,2,สารสนเทศ,3,3.51,4,2
78.6,47.7,43.5,52.4,51.7,4.0,4.2,3.0,5.4,5.5,5.5,18,0,3,2,2,9.4,5,7.2,1,1,บัญชี,1,3.59,4,5
90.2,30.7,39.0,97.5,66.5,3.6,5.3,7.3,8.7,9.9,2.7,17,1,3,1,1,6.0,1,3.3,1,4,บัญชี,1,2.46,3,1
84.6,80.6,50.9,74.9,76.5,6.9,4.2,5.5,5.7,1.4,6.7,17,0,4,2,1,7.2,1,5.7,0,2,สารสนเทศ,2,2.85,4,3
32.8,67.5,84.6,31.6,56.7,3.8,7.2,8.3,4.3,3.1,6.3,18,1,2,1,0,8.7,3,7.3,0,4,อาหาร,1,2.76,3,3
63.6,88.5,63.0,60.1,80.4,4.0,8.0,5.6,3.2,4.6,6.9,19,1,4,4,2,8.2,3,6.7,0,4,สารสนเทศ,3,3.61,4,3
37.3,87.5,45.9,91.3,53.5,5.1,5.2,6.4,4.7,5.0,1.2,18,0,3,3,2,7.1,5,4.1,1,3,สารสนเทศ,1,3.83,4,1
46.9,89.0,41.6,51.1,50.3,5.0,6.8,5.8,5.6,9.3,5.9,16,0,3,3,0,8.4,3,5.4,0,1,สารสนเทศ,2,3.92,5,2
99.1,64.0,53.3,36.6,67.9,7.2,7.8,7.6,7.7,6.0,6.4,17,0,5,1,1,7.7,5,3.3,1,2,บัญชี,2,3.55,4,1
40.0,53.4,95.8,83.1,31.7,8.7,5.9,5.5,2.1,1.4,2.9,16,0,2,3,1,6.4,5,5.2,0,2,อาหาร,1,2.29,3,3
64.9,85.4,54.0,72.4,35.6,8.3,9.0,9.7,3.0,4.7,2.9,19,1,5,4,1,8.2,6,2.1,1,1,สารสนเทศ,2,3.18,4,1
73.3,61.6,99.2,69.9,59.3,4.8,8.4,9.6,4.4,4.7,3.5,16,0,1,2,2,6.0,4,3.5,1,2,อาหาร,3,2.57,4,1
79.2,42.8,64.0,33.8,96.0,4.7,3.5,8.9,4.2,9.7,7.4,18,0,4,4,0,8.5,1,1.7,1,4,อาหาร,2,2.7,3,5
